"ID","Viewpoint","Location","Collar","Tie","Skirt","Uniform","Sleeve","NSFW","Mood","Subject","Gender","Time","Author","Remarks"
"20200623-4","Front","School","Navy Blue","Red","Navy Blue","White","0","2","1","1","0","0","ねでぃあ","Exhibitionism"
"20200623-5","Side","Home","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","ねでぃあ",
"20200623-6","Side","Home","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","ねでぃあ",
"20200624-1","Front,Side","","Navy Blue","White","Navy Blue","Translucent White","1","2","0","1","0","","ハリスヒロ","Collar,Cat,Azur Lane,Atago"
"20200624-2","Front","","Navy Blue","Navy Blue","Black","Gray","1","0","2","1","0","","まよぎい","Cat"
"20200624-3","Front","Bed","Black","Gray","Black","White","0","2","1","1","0","0","まよぎい","Cat"
"20200624-4","Front","","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","まよぎい",
"20200624-5","Front","","Navy Blue","Red","","White","1","1","1","1","0","","ねでぃあ","Kantai Collection,Inazuma"
"20200624-6","Side","Streets,Wilderness","Blue","Light Blue","Blue","White","1","0","1","1","0","0","mikoko1","Rainfall"
"20200625-1","Front","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","mikoko1",
"20200625-2","Front","Streets","Black","Gray Blue","Black","White","0","0","2","1","0","0","mikoko1",
"20200625-3","Side","","Navy Blue","White","","Yellow","1","0","2","2","0","","みるざわ","Yuri,Kissing,Yuru Camp,Khara Nadeshiko,Shima Rin"
"20200625-4","Side","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","IK",
"20200625-5","Front","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","IK","Hairdressing,Good"
"20200625-6","Front","","White","Red","Navy Blue","Navy Blue","1","0","1","1","0","","IK","Collar,Ryuou no Shigoto!,Ginko Sora"
"20200626-1","Front","","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","IK",
"20200626-2","Side","","Navy Blue","Red","","White","0","0","2","1","0","","IK",
"20200626-3","Front","","Navy Blue","Red","","White","0","0","2","1","0","","IK",
"20200626-4","Front","","Black","Red","Black","Black","0","0","2","1","0","","IK","Collar"
"20200626-5","Front","","Navy Blue","Red","","White","0","0","2","1","0","","IK",
"20200626-6","Front","","Navy Blue","Red","","White","0","0","0","1","0","","IK",
"20200628-1","Top","Bed","Navy Blue","Light Blue","/","Translucent White","0","2","0","1","0","","あさん","Vibrator"
"20200628-2","Front","","Navy Blue","Light Blue","Navy Blue","White","0","0","2","1","0","","あさん",
"20200628-3","Front","","White","Red","Gray","Purple,White","1","0","2","1","0","","IK",
"20200628-4","Side","","Navy Blue","Red","","White","0","0","1","2","0","","IK",
"20200628-5","Front","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","IK",
"20200628-6","Front","","Black","Red","Black","Brown,White","1","0","1","1","0","","IK",
"20200629-1","Front","Beach,Wilderness","Navy Blue","Red","Navy Blue","Translucent White","0","0","2","1","0","0","きさらぎゆり",
"20200629-2","Front,Side","School","Black","White","Black","Black","1","1","2","2","0","1","きさらぎゆり",
"20200629-3","Side,Top","Building","Navy Blue","Red","Navy Blue","White,Gray","1","0","1,2","2","0","1","きさらぎゆり",
"20200629-4","Front,Side","","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","","間明田",
"20200629-5","Front","","Navy Blue","Navy Blue","Navy Blue","White","0","0","0","1","0","","チョコ",
"20200629-6","Front","","Light Blue","Navy Blue","","White","0","0","2","1","0","","白桃",
"20200630-1","Back","","Navy Blue","","Navy Blue","White","1","2","2","1","1","","ホクロ流星群",
"20200630-2","Front","","White","Red","Navy Blue","White","0","0","2","1","0","","佐倉凪",
"20200630-3","Top","Sofa","Black","White","Black","Black","1","0","2","1","0","0","ぺんたごん",
"20200630-4","Front,Top","School","Black","White","Black","Black","1","0","2","1","0","0","ぺんたごん",
"20200630-5","Front,Side","School","Black","White","Black","Black","1","0","2","2","0","0","ぺんたごん",
"20200630-6","Front,Side,Back","School,Building","Black","White","Black","White","1","0","2","4","0","0","ぺんたごん",
"20200702-1","Back","Building","Navy Blue","Red","Navy Blue","White","0","1","0","1","0","0","","Suicide"
"20200702-2","Front,Side","Building","White","Blue","Navy Blue","White","0","0","2","1","0","0","",
"20200702-3","Front","Streets","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","1","",
"20200702-4","Front","Streets","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","","Confession,Love Letter"
"20200702-5","Front","Streets,Wilderness","Black","Red","Black","Black","1","0","2","1","0","0","",
"20200702-6","Front,Side","Bed","Black","","Black","Black","1","0","2","1","0","","",
"20200703-1","Front","Bed","Navy Blue,Black","Red","Navy Blue,Black","White","1","0","2","1","0","1","",
"20200703-2","Front,Side","School","Navy blue","Blue","Navy Blue","White","0","0","2","1","0","0","",
"20200703-3","Front","Building","Navy Blue","Blue","Navy Blue","White","0","0","2","1","0","0","",
"20200703-4","Front","Streets,Wilderness","White","Blue","Navy Blue","White","0","0","2","1","0","0","","Rainfall"
"20200703-5","Front,Side","Streets","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","0","",
"20200703-6","Front,Side","Streets,Wilderness","Black","Red","Black","White","1","0","2","1","0","0","",
"20200703-7","Side","Streets","Black","Red","Black","White","1","0","2","1","0","0","",
"20200704-1","Front","Home","Navy Blue","Red","","White","1","0","2","1","0","","",
"20200704-2","Side,Top","Sofa","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","",
"20200704-3","Front,Side","Home,Bed","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","0","",
"20200704-4","Front,Top","School","Navy Blue,Black","Light Blue","Navy Blue,Black","White","0","2","2","1","0","","",
"20200704-5","Front","","Navy Blue","Red","Navy Blue","White","0","2","0,1","1","0","","","Undressing"
"20200704-6","Side","","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","","",
"20200705-1","Side","School","Navy Blue","Light Blue","Navy Blue","White","1","0","2","1","0","0","ぺんたごん",
"20200705-2","Side","Hidden","Light Blue","Red","Light Blue","White","0","2","0","1","0","","",
"20200705-3","Front,Side","School","White","Navy Blue,Black","Navy Blue,Black","White","0","0","1","1","0","1","",
"20200705-4","Front","","Blue","Yellow","","White","1","0","2","1","0","","",
"20200705-5","Front","","Navy Blue","Blue","Navy Blue","White","1","0","2","1","0","","",
"20200705-6","Front,Side","","Navy Blue","Blue","Navy Blue","White","0","0","2","1","0","","",
"20200707-1","Front","Building","Black","Blue","Black","White","0","0","1","1","0","0","",
"20200707-2","Front,Side","","Black","Red","Black","White","0","0","2","1","0","","",
"20200707-3","Front","","Navy Blue","Light Blue","Navy Blue","White","1","0","2","1","0","","",
"20200707-4","Front","","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","",
"20200707-5","Front","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","",
"20200707-6","Front,Bottom","Building","Navy Blue","Red","Navy Blue","White","0","1","0","1","0","0","",
"20200708-1","Front,Side","","Navy Blue","Green","Navy Blue","White","1","0","1","1","0","","",
"20200708-2","Front","Water","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","0","","Swimsuit,Undressing"
"20200708-3","Side","","Navy Blue","Yellow","Navy Blue","White","0","0","1","1","0","","",
"20200708-4","Side","Bed","Navy Blue","Red","Navy Blue","White","1","0","0","1","0","0,1","","Depression"
"20200708-5","Front","","Black","Red","","Black","0","1","1","1","0","2","","Yandere"
"20200708-6","Front,Back","Building","Navy Blue","White","Navy Blue","Navy Blue,Ivory","1","0","2","1","0","","ぺんたごん",
"20200709-1","Side,Back","Home","Navy Blue","Grue","Navy Blue","White","0","1","1","1","0","0","",
"20200709-2","Front","","White","Blue","","White","0","0","2","1","0","","",
"20200709-3","Front,Bottom","Wilderness","Navy Blue","Red,Navy Blue","Navy Blue","White","0","1","0,2","2","0","0","",
"20200709-4","Front","Streets,Train Station,Mitaka","Black","Grue","Black","White","1","0","2","1","0","0","rioka","Chuo Line"
"20200709-5","Side","Streets,Train Station,Toyoda","Black","Black","Black","White","1","0","2","1","0","1","rioka","Chuo Line"
"20200709-6","Front","Streets,Train Station,Toyoda","Black","Grue","Black","Black","1","0","1","1","0","0","rioka","Chuo Line"
"20200710-1","Front","Streets,Train Station,Ome","White","White","Navy Blue,Purple","Navy Blue,Purple","1","0","2","2","0","1","rioka","Ome Line"
"20200710-2","Front","Streets,Train Station,Musashi-Koganei","Black","Red,Light Blue","Black","White,Orange","0","0","2","3","0","0,1","rioka","Chuo Line,Cat"
"20200710-3","Front,Side","Building","Navy Blue","Navy Blue","Navy Blue","Navy Blue,White","1","0","2","2","0","1","",
"20200710-4","Front","Hidden","White","Red","Black","Black","0","0","1","1","0","1","","Angel"
"20200710-5","Front,Side","Wilderness","White","Light Blue","","Blue","1","0","1","1","0","0,1","",
"20200710-6","Front","","Navy Blue,Black","Red","","White","0","0","2","1","0","","",
"20200712-1","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","",
"20200712-2","Front","","Black","Yellow","Black","White","0","0","0,1","1","0","","","Cat"
"20200712-3","Front,Side","","Navy Blue","Light Blue","","White","0","0","0","1","0","","",
"20200712-4","Front","Bed","Black","White","Black","Black","1","2","0","1","1","","",
"20200712-5","Front","Building","Black","White","Black","Black","1","2","0","1","0","0","",
"20200712-6","Front","Rooftop,Building","Navy Blue","Navy Blue","/","White","1","2","0","1","0","0","","Swimsuit"
"20200713-1","Front","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","",
"20200713-2","Front,Side","Building","Navy Blue","Light Blue","Navy Blue","White","0","0","2","1","0","1","",
"20200713-3","Side,Top","","Navy Blue","Light Blue","Navy Blue","White","0","0","0","1","0","","",
"20200713-4","Front,Top","Building","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","","Confession"
"20200713-5","Front,Top","Sofa","Navy Blue","Dark Blue","Navy Blue","White","1","2","0","1","0","0","",
"20200713-6","Side","Wilderness","Navy Blue","Red","","White","1","0","0","1","0","0","",
"20200714-1","Front,Side","Building","Navy Blue","Grue","Navy Blue","White","1","0","0","1","0","0","","Confession"
"20200714-2","Side","","Gray","Gray","","White","1","0","0","1","0","0","",
"20200714-3","Front","","Black","Red","","Black,Gray","1","0","1","1","0","","",
"20200714-4","Front","","Navy Blue","Red","","White","1","0","1","1","0","","",
"20200714-5","Top","Bed","Navy Blue","Blue","","White","1","1","2","1","0","","",
"20200714-6","Side,Back","Bed","Black","Red","Black","Black","1","1","0","1","0","0","","Undressing"
"20200715-1","Front","","Navy Blue","Red","White","White,Pink","1","0","1","1","0","","",
"20200715-2","Front","School","Navy Blue","White","","Ivory","1","0","2","1","0","1","",
"20200715-3","Side,Top","","Navy Blue","Grue","Navy Blue","White","1","0","1","1","0","","","Rainfall"
"20200715-4","Front","Wilderness","Navy Blue","Red","/","White","0","1","2","1","0","0","","In Water"
"20200715-6","Front","","Navy Blue","Red","","White","0","0","2","1","0","","","Angel"
"20200716-1","Front","","Black","Red","","White","0","0","2","1","0","","","Soredemo Ayumu wa Yosetekuru"
"20200716-2","Front","","Black","Red","","White","0","0","0","1","0","","","Karakai Jouzu no Takagi-san"
"20200716-3","Front,Side","","Navy Blue","Red","","White","0","0","2","1","0","","","Karakai Jouzu no Takagi-san"
"20200716-4","Front","","Black","Red","","White","0","0","0","1","0","","","Soredemo Ayumu wa Yosetekuru"
"20200716-5","Side","School","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","","",
"20200716-6","Front","School","Navy Blue","Red","Navy Blue","White","1","1","0","1","0","0","",
"20200717-1","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","1","2","1","0","","",
"20200717-2","Top","Bed","Navy Blue","Red","Navy Blue","Navy Blue","1","1","2","1","0","","",
"20200717-3","Front","Wilderness","Green","Light Blue","Green","White","0","0","1","1","0","0","",
"20200717-4","Front,Side,Top","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","","Riverside"
"20200717-5","Front,Side","Streets,Train Station,Kawana","Navy Blue","Grue","Navy Blue","White","1","0","2","1","0","0","",
"20200720-1","Front,Side,Bottom","","Navy Blue","Red","Navy Blue,Purple","White","0","2","0","1","0","","","Iyanakao"
"20200720-2","Front,Side","School","Black","Red","Black","Ivory","1","0","2","1","0","0","",
"20200720-3","Side","Wilderness","Navy Blue","Yellow","Navy Blue","White","0","0","1","1","0","0","",
"20200720-4","Side,Top","","Black","Red","White","White","1","0","0,1","1","0","","","Crying"
"20200720-5","Front,Side","Wilderness","White","Blue","","White","0","0","2","1","0","0","",
"20200721-1","Side","Wilderness,Water","Black","Blue","Black","White","0","0","1","1","0","0","",
"20200721-2","Front,Side","Wilderness","Black","Blue","Black","Translucent White","0","1","1","1","0","0","",
"20200721-3","Front,Side","Wilderness,Water","Black","Red","Black","White","0","0","1","1","0","0","",
"20200721-4","Side","Wilderness","Black","Blue","Black","White","1","0","2","1","0","0","",
"20200721-5","Front","Wilderness,Water","Gray","Yellow","Gray","Translucent White","0","1","2","1","0","0","",
"20200721-6","Front,Side","","Navy Blue","Grue","Navy Blue","White","0","1","1,2","2","0","","","Yuri,Tickling"
"20200722-1","Front","","Black","Grue","Black","White","0","0","1","1","0","","","Selfie"
"20200722-2","Side","","Black","Red","Black","Black","1","0","0","1","0","","","Mental Breakdown"
"20200722-3","Side,Top","Streets,Wilderness","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","1","0","0","",
"20200722-4","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","1","0","","",
"20200722-5","Front,Side","Garbage,Trash","Navy Blue","White","Navy Blue","Navy Blue","0","0","0","1","0","","","Mental Breakdown"
"20200723-1","Front,Side,Top","Building","Gray","Light Blue","Gray","Dark Gray","1","2","0","1","0","","","Breasts,Blowjob"
"20200723-2","Front","Streets","Black","Red","Black","Black","0","0","2","1","0","","",
"20200723-3","Front,Side,Bottom","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","1","0","","","Fate/Grand Order"
"20200723-4","Front,Side,Bottom","Chair","Black","Red","Black","Black","1","0","1","1","0","","","Fate/Grand Order"
"20200723-5","Front","","White","Red","Black","Black","1","0","2","1","0","","",
"20200724-1","Front,Side","Train Station,Subway Station,Building","Black","Dark Blue","Black","White","0","0","0","1","0","","",
"20200724-2","Front,Bottom","Building","Dark Gray","Red","Dark Gray","Gray","1","1","2","1","0","0","","Dominant"
"20200724-3","Front","","Black","Red","","White","1","0","1","1","0","","",
"20200724-4","Front,Top","","Black","Red","Black","White","0","0","2","1","0","","",
"20200724-5","Front","","Black","Red","","White","0","0","0","1","0","","",
"20200727-1","Front,Side","","Black","White","Black","Black","1","0","0","1","0","","",
"20200727-2","Front,Top","Sofa","Navy Blue","Grue","Navy Blue","White","0","0","1","1","0","","",
"20200727-3","Side","School","Black","White","Black","Black","1","0","1","1","0","0","",
"20200727-4","Side","","Gray","Yellow,Green","Gray","White","0","0","2","2","0","","","Yuri"
"20200727-5","Front,Side","Streets","Black","Red","Black,Navy Blue","White","0","0","2","1","0","0","",
